	AB1	AB1.1	AB1.2	AB1.3	AB1.4	AB1.5	AB2	AB2.1	AB2.2	AB2.3	AB2.4	AB2.5	AB3	AB3.1	AB3.2	AB3.3	AB3.4	Fe1	Fe1.1	Fe1.2	Fe1.3	Fe1.4	Fe1.5	Fe2	Fe2.1	Fe2.2	fe2	Fe2.3	Fe2.4	Fe3	Fe3.1	Fe3.2	Fe3.3	Fe3.4	Fe3.5	NL1	NL1.1	NL1.2	NL1.3	NL2	NL2.1	NL2.2	NL2.3	NL3	NL3.1	NL3.2	NL3.3	NL4	NL4.1	NL4.2	NL4.3	NL4.4	NL4.5	NL5	NL5.1	NL5.2	NL5.3	NL5.4	NL5.5	NL6	NL6.1	NL6.2	NL6.3	NL6.4	NL6.5	S1	S1.1	S1.2	S1.3	S1.4	S1.5	S2	S2.1	S2.2	S2.3	S2.4	S2.5	S3	S3.1	S3.2	S3.3	S3.4	S3.5
ASV_79	90	57	19	0	15	9	92	97	41	2	15	19	127	8	5	36	9	38	62	53	8	2	6	89	21	14	3	3	3	555	17	2	0	2	1	143	45	13	13	254	10	4	1	107	26	6	4	370	20	12	2	9	1	309	67	35	38	40	14	399	9	7	121	4	321	291	51	47	17	8	7	321	78	12	22	1	6	43	3	6	2	2	7
ASV_80	9	97	83	0	72	27	0	5	18	85	22	72	4	4	107	34	71	0	409	108	25	30	31	0	26	41	18	284	33	5	63	197	46	25	17	0	33	28	9	1	10	54	52	3	35	15	22	1	79	128	59	116	19	2	4	50	101	162	94	4	3	7	107	16	2	2	25	190	101	31	29	0	250	43	134	60	95	5	10	71	215	91	187
ASV_81	104	172	105	1	19	41	44	16	19	18	7	15	15	66	29	17	25	44	51	81	39	31	117	27	127	97	62	29	38	127	29	22	2	28	49	34	49	30	73	98	68	83	37	64	69	50	65	4	111	60	45	54	41	5	54	59	112	118	64	97	95	97	67	3	1	0	66	76	87	75	51	72	62	64	73	11	111	179	116	56	66	27	51
ASV_82	0	88	96	0	45	21	3	11	16	62	16	67	1	0	122	52	66	0	377	88	16	22	25	1	27	51	18	270	39	1	47	194	36	26	16	2	44	20	11	1	15	37	48	0	41	31	22	1	56	129	51	96	13	0	1	52	112	152	96	4	6	4	158	5	1	1	16	176	91	51	45	0	218	44	125	44	79	4	26	88	264	81	234
ASV_83	81	172	108	0	24	35	48	13	11	18	7	18	24	77	35	14	33	33	61	71	30	44	96	24	119	99	44	35	28	108	24	17	5	29	56	40	44	25	62	97	61	61	62	67	53	54	76	6	113	45	53	67	40	6	59	45	125	118	55	89	113	72	53	7	5	3	60	74	78	75	62	86	73	83	82	15	90	195	103	55	74	25	45
ASV_84	4	88	108	0	41	13	0	12	20	64	18	70	1	5	131	48	68	0	387	88	12	14	29	0	26	47	19	282	40	1	53	214	35	29	19	0	31	17	7	0	8	53	55	0	26	32	21	0	56	119	54	119	14	2	3	33	142	154	113	1	10	9	119	8	0	1	19	166	76	42	27	1	240	37	118	46	87	1	24	66	212	113	206
ASV_85	81	63	32	0	13	11	101	81	40	5	16	18	140	15	7	39	10	43	62	63	11	1	3	113	22	8	4	3	3	470	24	9	2	1	4	159	39	9	13	232	9	2	2	104	26	9	7	280	19	14	5	8	4	332	78	25	32	43	12	426	9	2	106	5	271	282	53	42	13	2	7	302	84	7	13	4	6	35	4	4	4	1	5
ASV_86	104	155	88	1	23	39	47	16	18	9	1	7	16	67	32	15	22	31	41	82	29	37	110	21	91	116	63	25	33	126	27	12	5	29	60	32	48	28	65	97	60	86	53	42	67	55	67	3	125	49	56	52	48	0	62	57	92	134	50	98	98	82	79	11	2	1	86	57	90	59	69	84	74	82	70	20	103	173	97	52	70	18	43
ASV_87	95	67	20	0	11	7	80	95	45	5	13	25	163	9	11	29	1	41	65	61	4	6	9	99	36	9	1	5	4	420	15	2	1	4	6	169	38	14	10	225	7	9	2	92	11	6	5	267	16	14	2	9	2	309	65	25	32	49	16	413	10	7	112	3	298	274	56	40	14	8	4	324	92	8	16	2	11	37	4	2	5	3	7
ASV_88	75	141	100	1	13	36	47	9	18	9	1	8	12	74	42	11	24	34	59	83	33	39	103	32	119	108	48	20	32	132	26	15	1	25	45	29	45	26	76	108	56	67	50	61	62	55	79	4	118	57	50	42	50	3	56	45	102	126	55	91	98	71	65	5	0	2	83	68	61	57	65	86	82	69	84	14	96	191	108	64	80	21	41
ASV_89	0	136	125	0	290	115	0	13	221	230	66	90	0	0	12	167	154	1	128	257	99	104	90	0	136	83	89	36	98	0	96	183	68	99	77	0	119	162	107	7	21	105	29	0	60	35	17	0	1	0	1	0	0	0	1	0	0	0	0	6	17	11	0	7	0	0	9	59	101	26	68	2	7	34	51	7	101	1	18	7	1	0	0
ASV_90	0	58	96	0	35	113	0	18	93	72	37	214	1	30	32	46	75	0	2	69	40	46	126	0	42	109	45	85	73	4	5	9	12	71	131	0	3	19	72	2	16	48	73	1	10	36	49	0	20	68	92	199	273	1	1	25	44	43	35	15	48	33	15	5	0	1	14	63	82	172	180	1	49	69	91	20	178	1	48	73	151	57	155
ASV_91	4	1	23	0	101	12	2	326	136	101	4	10	178	131	152	18	6	0	0	1	11	144	16	6	185	112	5	31	4	45	344	194	8	172	14	0	207	39	13	0	0	1	0	137	235	7	5	4	12	69	3	3	1	66	155	94	41	28	10	2	3	4	6	3	0	0	188	249	45	50	7	6	1	36	5	0	1	72	3	1	0	0	0
ASV_92	3	84	79	0	48	19	0	3	23	53	19	65	2	1	111	32	54	0	376	99	18	24	27	1	18	40	14	259	38	0	44	189	34	14	16	1	36	17	10	1	8	53	32	0	27	28	18	3	67	107	61	98	16	0	2	37	97	161	95	9	4	12	128	10	2	0	21	149	74	48	25	0	201	32	115	46	61	3	17	80	201	90	194
ASV_93	2	50	88	1	55	145	1	10	83	64	32	246	0	33	36	38	70	0	3	53	35	27	120	0	39	92	45	76	84	1	4	16	5	79	126	0	4	11	73	0	21	46	64	1	7	33	54	0	19	64	94	203	235	1	0	37	30	52	28	9	43	30	11	4	0	1	21	45	56	163	164	1	38	69	79	22	169	0	57	60	135	46	159
ASV_94	7	2	18	0	73	6	9	311	122	119	2	5	184	136	156	23	5	0	1	0	2	135	16	1	193	89	3	29	4	54	347	178	8	137	12	1	181	51	15	0	0	0	1	155	234	17	10	2	10	63	3	4	1	89	177	79	37	22	13	2	6	6	8	4	1	0	172	249	44	38	3	2	2	36	5	0	0	64	1	0	0	1	2
ASV_95	4	1	15	1	86	14	10	319	109	108	4	2	175	147	141	18	3	2	0	1	4	133	12	1	173	103	2	33	3	43	327	192	11	124	16	0	195	48	14	0	1	0	0	159	238	11	2	4	4	67	2	3	0	92	136	91	32	27	11	1	7	3	3	2	2	2	188	253	51	31	12	3	1	33	3	0	5	75	2	2	0	0	2
ASV_96	4	1	27	0	69	7	4	299	124	100	2	7	143	124	135	24	3	0	0	2	3	127	10	0	158	80	1	32	2	56	336	181	4	127	12	1	228	43	23	0	0	1	1	152	264	12	5	1	8	60	0	3	1	74	161	128	31	27	10	4	3	4	11	2	0	0	196	226	42	58	6	6	3	41	5	0	0	71	1	4	0	0	0
ASV_97	9	1	16	1	82	9	4	314	161	92	5	9	176	149	169	18	5	0	0	2	8	141	15	0	164	94	3	36	4	36	315	171	7	117	10	0	192	40	18	0	0	1	2	149	228	18	7	1	9	67	1	1	3	88	119	68	37	12	8	1	3	3	6	3	1	2	190	254	57	42	9	3	2	48	1	1	2	62	1	1	0	0	0
ASV_98	5	0	12	0	58	10	11	275	134	110	1	8	170	137	133	19	5	0	0	2	6	135	14	1	159	74	3	34	5	30	365	170	7	131	12	0	201	39	20	0	0	1	0	119	202	10	4	1	13	47	1	3	0	79	150	71	20	35	14	2	5	9	8	4	0	0	172	226	54	46	4	6	0	30	5	0	0	59	1	0	1	0	0
ASV_99	101	49	27	1	7	9	82	55	34	5	11	16	122	7	4	26	6	30	50	46	6	7	8	104	30	13	4	3	4	330	13	5	2	7	5	118	38	10	6	181	10	3	5	99	11	5	2	239	13	8	3	6	1	279	56	23	36	34	11	371	11	4	87	9	246	222	40	39	10	7	2	265	65	14	17	0	12	29	4	5	3	1	6
ASV_100	0	62	93	0	28	112	2	15	63	55	28	185	1	43	27	29	79	0	8	48	28	26	104	0	39	96	44	50	94	1	8	5	2	73	101	2	6	16	86	0	24	32	60	0	8	33	44	1	10	55	82	144	240	0	2	39	30	40	24	15	45	26	12	9	0	4	8	43	81	151	158	1	53	66	79	23	178	2	34	53	143	41	136
ASV_101	2	52	80	0	28	110	2	22	73	61	27	202	0	40	35	35	71	2	8	62	21	28	139	1	37	84	44	75	72	1	7	7	3	70	122	1	6	21	80	1	15	42	63	0	2	39	49	0	18	46	88	194	201	0	1	21	30	36	26	15	38	36	17	3	0	2	13	52	58	125	166	0	41	49	63	17	144	0	44	48	143	45	119
ASV_102	1	49	68	0	38	97	1	15	65	57	18	185	1	45	27	38	58	1	7	37	27	32	103	2	36	87	55	61	77	0	4	9	7	66	113	2	2	15	66	1	18	31	64	0	7	29	51	2	11	53	76	174	219	1	4	18	39	44	33	6	38	25	11	3	0	0	9	37	75	138	152	1	44	58	71	17	160	2	49	51	137	51	149
ASV_103	0	50	77	0	32	95	0	23	71	67	29	176	1	32	31	28	73	0	8	47	34	27	116	0	40	80	48	66	57	3	2	10	3	57	89	1	4	16	68	1	15	42	62	2	4	31	39	0	8	59	61	168	168	0	1	19	32	41	28	8	34	25	8	6	0	0	14	43	71	128	150	0	36	49	88	9	159	2	41	70	114	57	131
ASV_104	1	46	83	0	37	121	0	8	83	41	24	185	1	42	30	29	65	1	4	60	18	34	95	1	38	81	54	73	62	0	3	6	8	58	115	1	5	10	59	0	22	38	48	0	14	29	42	0	10	50	67	171	183	0	3	21	33	36	29	11	33	33	6	7	0	0	12	41	51	116	149	0	40	53	77	11	147	0	35	53	109	56	110
ASV_105	2	1	22	0	56	7	3	264	130	99	3	6	145	120	116	26	8	0	0	2	2	115	10	0	122	74	4	20	4	31	276	174	9	129	5	1	144	39	21	0	0	0	0	134	183	5	4	0	11	57	4	2	0	61	129	71	35	20	9	4	4	6	5	4	1	2	157	226	37	27	6	6	0	32	4	0	2	47	1	1	0	0	0
ASV_106	3	2	14	1	69	10	1	264	120	80	0	5	135	109	116	20	4	0	0	2	6	121	9	1	127	71	3	22	5	39	268	157	4	112	12	2	172	34	20	1	0	0	0	153	209	11	2	1	3	59	3	5	0	65	115	80	30	22	17	2	6	3	9	1	0	1	151	201	48	33	5	3	1	33	3	0	0	35	2	2	1	0	0
ASV_107	0	5	20	0	26	117	1	0	17	29	9	42	0	12	15	13	77	0	14	99	76	27	81	0	49	26	21	20	32	1	10	6	1	18	27	0	13	11	39	0	20	28	38	0	16	32	42	0	12	11	15	67	64	0	3	19	17	28	28	5	13	21	193	1	1	0	3	13	22	38	24	0	23	106	104	27	113	18	160	301	522	145	167
ASV_108	1	2	20	0	72	7	1	230	101	79	3	8	119	107	114	15	3	1	0	1	0	97	5	1	135	78	3	33	1	47	273	153	8	97	15	0	161	45	24	0	0	0	0	125	211	13	4	0	6	33	2	2	1	49	102	103	16	14	11	2	2	5	5	2	2	0	169	208	39	37	6	4	1	28	2	0	1	49	1	1	2	0	0
ASV_109	1	2	15	0	65	11	3	252	94	90	2	8	143	121	106	15	2	0	0	1	3	116	6	1	143	71	3	26	3	39	272	130	6	106	5	1	148	33	18	0	0	0	0	121	160	13	6	2	6	54	2	0	1	54	107	57	23	15	13	1	7	6	5	2	0	0	153	221	50	27	6	7	0	30	2	0	1	52	4	3	1	0	1
ASV_110	3	41	83	0	23	101	0	15	46	53	30	168	0	25	28	26	78	0	2	39	20	24	99	0	29	77	37	50	72	1	1	6	1	55	91	2	6	10	63	0	19	27	51	0	7	25	37	0	13	41	62	110	184	1	0	34	31	52	24	7	35	21	20	9	1	1	9	49	50	135	124	0	36	60	65	11	163	1	28	66	115	46	84
ASV_111	1	3	26	0	17	133	0	1	13	14	5	34	0	14	23	15	41	0	11	88	79	26	65	0	34	39	16	12	26	0	3	5	0	18	23	0	16	11	32	0	13	29	48	1	3	34	40	1	15	10	13	68	62	0	3	9	22	22	23	2	17	15	199	3	0	0	3	10	14	34	28	0	23	88	88	33	141	10	144	333	505	140	158
ASV_112	1	0	22	0	58	9	6	235	114	72	2	6	137	110	117	8	4	0	1	0	4	107	6	0	145	86	2	26	2	31	255	128	5	106	7	1	168	33	9	0	1	0	0	138	166	5	5	0	4	43	0	0	2	62	130	71	18	12	11	0	2	2	4	3	1	2	139	200	46	23	8	0	2	46	4	0	1	59	3	0	1	1	0
ASV_113	3	5	4	0	53	240	3	33	96	38	1030	23	8	7	12	92	12	4	12	3	12	37	72	12	32	37	3	195	99	52	12	201	3	260	184	6	20	9	2	7	1	1	1	13	12	3	3	4	7	2	0	2	4	11	18	4	8	3	5	10	0	2	55	5	6	6	6	21	21	5	4	11	1	8	3	2	1	6	2	0	6	1	3
ASV_114	0	29	76	0	23	117	2	19	61	41	27	159	2	31	20	36	45	0	8	42	19	25	94	1	31	62	40	67	54	1	8	5	4	69	98	0	4	18	58	1	12	36	53	0	2	25	49	2	15	43	62	154	205	0	3	25	15	36	25	9	38	26	10	6	0	0	19	38	51	114	131	2	28	49	69	19	117	2	41	40	103	32	100
ASV_115	2	63	58	0	40	11	2	18	31	70	8	9	1	0	3	4	6	0	42	587	105	6	11	2	3	5	7	6	4	6	2	9	2	4	4	3	4	15	14	1	9	14	37	2	6	28	55	2	9	31	24	38	4	6	30	27	39	36	12	31	51	37	501	9	3	5	7	42	63	4	4	3	231	204	173	11	56	2	8	48	49	4	8
ASV_116	0	48	63	0	41	8	2	14	21	48	8	9	2	2	10	5	4	1	46	607	99	0	11	1	10	2	6	6	3	4	1	4	1	0	1	1	7	15	16	4	5	12	32	1	4	32	34	3	6	22	23	51	6	1	38	18	36	40	18	26	59	35	498	7	3	2	8	36	72	4	3	0	201	174	198	14	43	2	4	41	33	11	6
ASV_117	6	4	8	0	38	225	0	20	108	20	1036	27	14	3	15	64	10	7	4	2	13	32	68	12	10	20	1	174	71	51	14	173	4	249	144	6	15	11	4	1	0	5	1	20	13	2	5	10	5	3	0	1	0	8	21	4	7	2	2	13	1	3	64	3	5	4	6	24	13	6	3	11	1	5	3	0	1	10	3	1	2	0	1
ASV_118	6	4	7	0	51	271	2	27	101	29	911	25	7	4	15	77	29	1	5	3	11	38	78	15	18	19	3	172	74	46	10	164	5	218	140	8	14	7	4	4	0	2	4	16	17	4	1	6	9	4	3	0	0	7	18	3	4	6	3	7	0	2	54	2	5	5	8	18	21	4	2	7	5	8	3	1	3	12	3	1	2	1	0
ASV_119	3	4	5	1	49	278	2	24	153	38	420	6	10	4	11	133	18	5	15	5	27	78	155	5	27	40	1	238	74	50	19	255	4	255	137	4	16	19	3	4	0	3	0	13	14	5	1	9	6	7	3	1	0	8	26	2	5	4	4	14	1	1	25	12	2	2	5	27	11	6	2	12	5	9	1	1	0	12	3	1	1	1	1
ASV_120	0	3	16	0	17	121	2	0	18	25	5	26	0	6	10	7	53	0	9	86	59	24	52	0	43	18	18	16	25	1	10	3	0	24	23	0	10	8	43	0	18	23	44	0	15	28	28	0	12	9	11	49	51	0	5	14	12	29	17	2	16	13	144	1	1	0	4	8	20	29	30	0	14	80	103	27	118	6	138	255	430	118	145
ASV_121	0	3	18	0	20	125	0	0	16	13	7	35	0	5	14	19	53	0	8	81	51	24	48	0	33	33	11	11	19	0	11	3	0	11	24	0	7	10	38	1	9	12	36	0	7	31	29	1	15	13	12	43	38	0	2	12	13	17	21	2	13	9	158	1	0	0	3	5	13	31	29	1	24	74	95	24	108	22	149	284	454	135	143
ASV_122	5	5	3	0	53	284	1	34	152	30	360	13	14	2	10	131	18	2	8	3	25	92	120	8	23	16	5	214	84	73	15	238	6	241	134	7	21	16	2	4	0	4	2	7	10	6	2	6	4	6	0	1	0	14	24	4	2	1	2	11	1	4	13	16	5	4	4	25	19	3	2	3	3	8	3	0	1	14	4	0	1	1	0
ASV_123	161	16	21	0	7	6	15	3	8	1	2	2	25	4	1	6	1	9	2	8	2	2	1	17	6	7	2	5	5	265	11	6	1	3	6	53	8	9	1	98	4	5	1	3	7	13	8	108	6	17	4	4	4	182	9	1	7	3	2	91	6	3	33	6	1025	183	8	5	11	5	1	71	9	3	6	2	5	1	1	1	5	0	4
ASV_124	0	14	77	0	60	312	0	1	38	27	43	361	1	11	8	25	303	0	1	11	14	10	17	0	2	68	40	30	36	2	17	15	8	44	102	0	8	5	52	0	50	36	91	0	0	1	0	0	6	11	20	34	48	0	0	0	16	60	22	1	0	3	0	0	0	0	0	0	0	6	5	1	23	8	41	33	225	0	4	22	49	21	43
ASV_125	3	42	51	0	33	5	1	26	26	57	4	18	5	1	4	5	4	0	34	486	71	3	15	1	5	4	3	1	2	1	3	2	2	5	4	3	0	11	14	3	2	18	32	2	7	19	40	1	11	17	19	47	2	1	31	11	25	28	11	37	45	35	455	8	4	2	7	36	44	1	2	4	185	167	157	15	36	0	6	29	35	8	4
ASV_126	18	53	24	0	8	19	7	4	7	12	6	32	3	1	0	2	3	6	5	23	25	18	68	58	18	27	7	2	5	68	7	5	0	14	34	116	43	30	57	109	8	14	9	6	9	5	9	77	1	3	3	6	11	22	8	16	138	498	281	79	5	3	3	4	4	17	7	2	6	16	21	72	56	18	37	25	110	0	22	6	8	2	8
ASV_127	139	15	14	1	5	7	4	3	3	4	3	3	25	2	2	3	1	8	3	5	1	6	2	17	6	7	1	2	3	252	4	1	1	3	2	58	8	7	1	109	13	4	4	3	8	12	4	124	6	13	7	4	1	179	6	3	2	2	3	102	7	5	50	5	977	174	7	0	10	2	2	81	8	5	6	0	5	2	0	0	3	0	3
ASV_128	8	2	4	0	40	234	1	32	96	21	802	29	4	0	8	60	18	2	6	0	12	40	79	8	8	25	2	159	59	36	5	155	1	185	150	3	7	11	1	3	0	0	0	6	16	3	2	4	7	3	0	1	4	12	19	1	6	3	2	7	2	1	62	2	2	4	3	22	9	4	1	8	4	4	2	2	3	7	6	2	2	2	1
ASV_129	0	1	15	0	21	82	1	0	13	19	6	32	0	11	7	14	58	0	11	70	53	27	48	0	40	24	15	8	16	0	3	3	0	9	30	0	10	8	40	0	9	20	28	0	10	19	37	0	12	15	17	39	50	0	1	9	13	24	23	1	14	19	123	2	0	0	0	3	15	31	26	0	16	77	86	23	112	13	112	215	392	108	120
ASV_130	22	43	22	0	6	21	2	5	9	6	6	40	1	0	1	0	3	4	4	27	23	19	75	52	12	27	11	8	7	74	9	4	0	9	42	96	42	17	47	106	10	12	11	5	8	8	18	78	5	5	2	8	2	14	9	18	139	439	306	92	1	2	1	1	3	14	5	1	5	16	20	73	59	12	48	27	107	2	15	5	1	4	14
ASV_131	4	2	4	0	52	244	5	24	98	26	799	15	10	3	9	69	13	2	4	0	8	21	65	13	8	15	1	161	67	34	7	158	2	212	129	1	13	5	2	3	0	2	1	10	14	0	0	8	4	3	0	2	2	12	16	0	1	3	1	9	0	2	42	2	6	4	8	22	13	2	1	3	6	6	0	0	1	7	4	2	0	0	0
ASV_132	0	0	15	0	12	105	0	0	14	21	5	33	0	2	14	19	54	0	10	61	60	29	50	0	30	21	8	7	30	0	4	5	0	11	22	0	14	4	29	0	13	12	28	0	10	25	35	0	13	17	13	45	48	0	1	12	7	22	12	1	11	15	114	0	0	0	3	7	16	35	17	1	16	72	81	33	95	8	129	232	399	118	117
ASV_133	0	12	78	0	68	293	0	0	38	20	38	311	0	7	10	21	312	0	4	10	9	9	13	0	1	57	46	22	24	0	14	16	1	53	96	0	4	10	43	0	43	35	95	0	0	0	0	0	5	11	18	34	45	1	1	0	14	50	19	0	3	0	0	0	0	0	1	1	1	6	1	0	14	14	26	30	220	0	2	15	76	13	36
ASV_134	3	3	1	0	35	199	3	32	102	26	762	22	10	4	13	68	16	1	6	0	8	33	71	6	17	14	3	147	62	33	18	133	2	212	133	9	13	5	3	5	1	4	3	11	5	2	0	3	4	5	0	0	1	8	11	4	4	2	3	7	0	0	38	4	3	5	3	22	9	3	2	3	4	5	0	0	1	10	5	0	3	0	1
ASV_135	0	40	39	0	38	7	0	18	18	58	5	9	1	1	5	5	4	1	33	479	93	8	3	0	9	3	3	2	3	1	2	0	0	4	2	0	2	16	18	1	3	17	32	3	9	26	24	1	7	23	19	34	3	2	18	28	19	30	9	17	50	31	385	4	0	3	5	34	37	4	3	2	157	160	160	16	34	1	4	21	30	5	5
ASV_136	2	3	2	0	34	242	0	17	129	22	338	14	11	5	10	105	14	1	5	4	20	66	105	4	11	21	1	207	62	64	9	216	7	218	128	5	22	11	1	3	1	4	0	14	13	4	2	6	4	5	2	2	1	7	18	4	2	3	4	12	1	4	10	11	2	3	3	19	16	3	1	10	4	8	0	1	4	8	3	1	0	0	1
ASV_137	0	52	42	1	33	13	0	18	19	58	2	9	1	2	3	3	4	0	28	430	72	2	6	1	4	1	7	4	2	2	3	1	1	0	6	0	2	9	15	1	4	13	29	2	9	18	37	0	6	23	11	26	3	2	30	12	30	36	10	14	30	37	408	9	5	2	10	35	35	5	1	2	148	145	126	14	30	1	4	25	39	3	3
ASV_138	0	9	14	0	11	98	0	0	10	17	3	19	0	6	14	12	35	0	7	58	68	19	32	0	41	18	12	11	17	0	6	2	0	6	21	0	6	4	44	0	13	18	23	1	6	21	29	0	9	12	8	53	34	0	2	7	10	24	11	5	13	14	105	1	0	0	3	8	21	20	19	0	9	56	71	20	91	14	85	204	379	108	106
ASV_139	0	6	13	0	32	212	1	23	88	23	684	15	7	2	8	71	15	6	6	1	8	31	69	11	10	7	1	143	60	38	4	141	4	173	104	2	9	4	1	0	1	3	0	13	11	2	1	4	5	4	0	1	2	10	11	2	5	1	7	7	2	3	32	2	2	2	5	20	17	1	0	13	4	10	0	0	0	3	1	1	2	0	1
ASV_140	1	46	34	0	32	4	1	15	9	52	2	8	2	0	4	4	1	1	37	435	76	2	9	1	1	3	6	4	3	0	0	2	0	1	2	0	2	10	7	0	6	8	34	0	6	24	31	0	14	13	18	29	1	0	19	17	22	33	10	21	36	38	385	11	1	2	4	36	37	1	2	1	165	140	132	14	26	1	4	29	27	6	3
ASV_141	0	4	2	0	36	258	0	23	122	16	310	11	12	6	10	100	7	0	2	0	28	73	104	10	22	19	4	187	52	47	7	214	1	203	96	4	15	9	3	6	0	3	2	15	9	2	0	4	5	4	1	2	1	4	22	4	1	0	2	4	0	0	18	7	2	1	4	18	19	6	3	14	7	5	0	0	0	7	3	0	0	0	1
ASV_142	143	18	13	0	4	3	8	3	5	1	1	2	16	4	1	1	3	4	5	6	2	4	2	22	11	5	4	1	1	190	7	1	2	4	3	45	8	7	5	81	1	5	4	2	4	14	3	104	3	10	8	8	2	166	3	5	7	4	1	67	7	6	36	7	832	134	4	6	12	1	1	68	9	3	5	1	5	2	2	0	4	2	1
ASV_143	4	2	3	0	45	225	2	23	82	16	642	14	0	0	3	49	18	2	4	1	3	29	60	9	16	15	4	132	80	53	10	139	3	159	119	4	7	8	2	5	2	2	1	13	10	3	2	3	3	3	1	3	0	5	7	3	2	1	1	8	1	0	56	2	8	8	3	17	14	5	2	7	4	5	3	0	0	2	4	0	4	0	1
ASV_144	1	11	44	0	64	255	0	1	28	28	33	309	0	1	9	14	270	0	0	9	8	8	8	0	2	57	52	29	22	0	13	9	3	47	85	0	5	6	28	2	39	43	70	0	0	0	0	0	3	8	21	37	26	0	0	0	9	66	12	1	0	4	0	0	0	0	0	0	1	6	11	0	28	13	15	22	185	0	2	19	52	15	21
ASV_145	1	5	8	1	12	94	0	0	11	10	6	20	0	8	8	14	41	0	9	62	53	19	44	1	33	23	9	12	19	0	4	3	0	4	16	0	12	5	30	0	14	12	23	0	13	25	28	0	12	12	5	41	45	0	1	4	12	19	10	2	9	12	133	0	1	0	3	10	19	20	17	1	12	66	57	13	78	16	113	182	343	101	105
ASV_146	3	28	38	0	26	8	1	11	13	44	4	5	0	0	2	2	2	0	28	399	59	4	6	0	3	4	1	1	2	2	1	3	1	2	1	1	5	11	11	4	2	11	24	1	3	8	29	2	7	13	11	22	1	2	32	29	23	35	4	17	46	34	419	6	2	0	7	30	54	4	2	1	168	119	118	15	34	1	2	36	50	4	2
ASV_147	15	36	16	0	9	22	4	6	5	11	4	34	1	0	0	3	2	0	3	14	21	11	67	51	15	29	7	4	4	71	7	6	0	11	34	95	41	14	38	88	6	12	10	10	5	5	12	60	3	4	0	5	4	16	4	9	110	387	260	67	0	0	3	3	5	11	1	2	6	13	16	54	40	15	34	26	99	1	19	2	4	6	7
ASV_148	8	0	3	0	34	210	2	23	71	19	676	20	6	3	6	54	15	2	3	1	8	32	61	7	22	15	3	124	55	28	3	127	5	162	124	3	12	2	3	2	0	3	2	5	12	1	0	6	5	4	1	2	0	11	10	3	3	5	1	11	3	3	30	3	5	4	2	14	19	4	1	5	1	3	5	2	1	7	1	1	0	0	0
ASV_149	0	1	12	0	10	77	0	0	11	20	7	31	0	9	7	11	55	0	5	61	54	23	46	0	25	14	15	10	27	0	3	7	1	14	15	1	9	5	25	0	12	16	21	0	8	22	23	0	5	7	6	42	35	0	6	15	12	12	8	1	8	9	116	1	0	0	3	6	9	28	18	0	12	48	69	28	69	8	76	249	343	84	97
ASV_150	0	1	12	0	21	78	1	0	9	18	1	26	0	3	12	6	47	0	9	57	45	18	36	0	23	18	11	12	21	0	6	4	2	7	11	0	6	7	38	0	9	19	21	0	8	19	22	0	11	6	10	18	32	1	1	15	8	17	14	1	8	9	159	3	0	1	4	6	15	22	21	0	24	41	67	16	75	9	92	207	361	69	104
ASV_151	3	4	5	0	24	208	0	13	100	24	293	15	10	7	8	99	21	1	10	3	24	68	97	5	14	17	0	186	59	46	13	192	4	202	105	3	14	10	6	3	1	2	1	8	8	2	1	5	5	4	2	1	0	7	22	4	2	4	1	6	1	5	12	9	1	2	1	15	11	5	0	6	4	3	1	1	3	7	1	1	1	0	0
ASV_152	121	18	15	0	4	3	11	2	3	0	2	1	16	2	0	1	1	3	2	4	1	2	3	17	8	3	2	4	1	192	5	6	0	2	1	37	4	5	4	90	5	6	3	6	5	15	4	87	7	10	5	8	1	146	0	0	6	2	1	72	4	7	37	8	787	134	5	2	14	1	1	67	6	0	2	2	7	2	0	1	7	0	4
ASV_153	0	2	9	0	19	85	0	0	11	8	4	19	0	5	14	18	40	0	9	60	35	20	42	0	29	15	12	8	14	0	8	3	0	14	20	0	12	10	25	0	10	21	26	0	8	21	23	0	6	10	17	38	28	0	1	6	13	10	12	5	12	15	113	4	0	0	1	7	19	24	21	0	9	53	66	19	81	12	101	198	292	93	97
ASV_154	0	2	10	0	10	75	0	0	8	11	3	18	0	1	11	9	42	0	6	62	41	18	32	0	25	12	11	10	23	1	5	3	0	13	18	0	12	8	24	0	6	14	25	1	13	24	19	0	7	10	9	25	31	0	2	13	15	21	11	6	8	12	152	3	0	0	3	1	12	21	10	0	13	50	43	15	87	7	84	193	377	87	87
ASV_155	4	5	4	0	32	189	1	23	80	21	635	23	8	1	8	54	10	2	4	3	4	21	43	4	25	15	2	130	57	24	6	141	3	170	86	4	6	6	2	4	1	1	0	6	8	1	0	2	12	5	0	0	1	6	8	1	1	1	0	9	0	0	34	3	2	6	3	18	8	3	1	5	1	2	1	0	0	8	2	0	0	0	1
ASV_156	0	5	4	0	2	43	0	13	50	96	48	141	2	19	5	4	33	2	0	9	3	1	4	1	172	89	24	70	59	29	19	2	2	54	88	0	15	4	11	0	3	1	0	2	44	25	14	0	32	23	35	67	34	0	18	20	8	22	15	2	1	1	0	0	1	1	69	36	65	64	47	1	17	16	10	7	25	3	71	53	31	5	5
